extraction_ID,alternative_ID,source,collection_year,collection_month,collection_day,location1,location2,location3,longitude,latitude,sample_type,depth,sample_volume_liters,sample_collect_device,filter_type,filter_size_micrometer,filter_preservation,preservation_volume_milliliters,time_of_day,project,collected_by,extraction_by,extraction_date,extraction_kit,plate_or_vial,longmire_volume_input_microliter,elution_volume_microliters,extraction_plate_ID,extraction_well_ID
e01835,NW22-02_ST40_blank_4,water,2022,9,16,40,Northern Bering Sea,NA,-164.501,64.1013,field_blank,NA,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09162022 00:14:10.702,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G02
e01836,NW22-02_ST4_0m_1,water,2022,9,3,4,Northern Bering Sea,NA,-169.996,60.4974,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09032022 00:50:20.663,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H02
e01837,,water,2022,9,NA,,Northern Bering Sea,NA,NA,NA,extraction_blank,NA,NA,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,A03
e01838,NW22-02_ST4_0m_2,water,2022,9,3,4,Northern Bering Sea,NA,-169.996,60.4974,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09032022 00:50:20.663,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,B03
e01839,NW22-02_ST4_0m_3,water,2022,9,3,4,Northern Bering Sea,NA,-169.996,60.4974,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09032022 00:50:20.663,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,C03
e01840,NW22_02_ST5_0m_1,water,2022,9,3,5,Northern Bering Sea,NA,-169.009,60.5061,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09032022 18:56:36.919,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,D03
e01841,NW22_02_ST5_0m_2,water,2022,9,3,5,Northern Bering Sea,NA,-169.009,60.5061,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09032022 18:56:36.919,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,E03
e01842,NW22_02_ST5_0m_3,water,2022,9,3,5,Northern Bering Sea,NA,-169.009,60.5061,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09032022 18:56:36.919,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,F03
e01843,NW22_02_ST7_0m_1,water,2022,9,4,7,Northern Bering Sea,NA,-166.998,60.5004,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09042022 02:34:14.466,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G03
e01844,,water,2022,9,NA,,Northern Bering Sea,NA,NA,NA,extraction_blank,NA,NA,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H03
e01845,NW22_02_ST7_0m_2,water,2022,9,4,7,Northern Bering Sea,NA,-166.998,60.5004,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09042022 02:34:14.466,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,A04
e01846,NW22_02_ST7_0m_3,water,2022,9,4,7,Northern Bering Sea,NA,-166.998,60.5004,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09042022 02:34:14.466,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,B04
e01847,NW22_02_ST7_blank_4,water,2022,9,4,7,Northern Bering Sea,NA,-166.998,60.5004,field_blank,NA,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09042022 02:34:14.466,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,C04
e01848,NW22_02_ST10_0m_2,water,2022,9,5,10,Northern Bering Sea,NA,-169,61.0004,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09052022 01:05:19.178,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,D04
e01849,NW22_02_ST10_0m_3,water,2022,9,5,10,Northern Bering Sea,NA,-169,61.0004,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09052022 01:05:19.178,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,E04
e01850,NW22_02_ST10_blank_4,water,2022,9,5,10,Northern Bering Sea,NA,-169,61.0004,field_blank,NA,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09052022 01:05:19.178,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,F04
e01851,NW22_02_ST13_0m_1,water,2022,9,6,13,Northern Bering Sea,NA,-168.999,61.4996,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09062022 00:55:29.781,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G04
e01852,NW22_02_ST13_0m_2,water,2022,9,6,13,Northern Bering Sea,NA,-168.999,61.4996,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09062022 00:55:29.781,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H04
e01853,NW22_02_ST13_0m_3,water,2022,9,6,13,Northern Bering Sea,NA,-168.999,61.4996,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09062022 00:55:29.781,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,A05
e01854,NW22_02_ST13_blank_4,water,2022,9,6,13,Northern Bering Sea,NA,-168.999,61.4996,field_blank,NA,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09062022 00:55:29.781,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,B05
e01855,NW22_02_ST16_0m_1,water,2022,9,7,16,Northern Bering Sea,NA,-166.998,61.9989,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09072022 00:54:22.208,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,C05
e01856,NW22_02_ST16_0m_2,water,2022,9,7,16,Northern Bering Sea,NA,-166.998,61.9989,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09072022 00:54:22.208,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,D05
e01857,NW22_02_ST16_0m_3,water,2022,9,7,16,Northern Bering Sea,NA,-166.998,61.9989,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09072022 00:54:22.208,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,E05
e01858,NW22_02_ST16_blank_4,water,2022,9,7,16,Northern Bering Sea,NA,-166.998,61.9989,field_blank,NA,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09072022 00:54:22.208,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,F05
e01859,NW22_02_ST40_0m_1,water,2022,9,16,40,Northern Bering Sea,NA,-164.501,64.1013,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09162022 00:14:10.702,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G05
e01860,NW22_02_ST25_0m_2,water,2022,9,11,25,Northern Bering Sea,NA,-168.002,62.5009,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09112022 00:48:04.748,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H05
e01861,,water,2022,9,NA,,Northern Bering Sea,NA,NA,NA,extraction_blank,NA,NA,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,A06
e01862,NW22_02_ST28_0m_1,water,2022,9,12,28,Northern Bering Sea,NA,-166.99,63.5016,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09122022 01:13:58.636,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,B06
e01863,NW22_02_ST28_0m_2,water,2022,9,12,28,Northern Bering Sea,NA,-166.99,63.5016,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09122022 01:13:58.636,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,C06
e01864,NW22_02_ST28_0m_3,water,2022,9,12,28,Northern Bering Sea,NA,-166.99,63.5016,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09122022 01:13:58.636,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,D06
e01865,NW22_02_ST28_blank_4,water,2022,9,12,28,Northern Bering Sea,NA,-166.99,63.5016,field_blank,NA,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09122022 01:13:58.636,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,E06
e01866,NW22_02_ST21_0m_1,water,2022,9,8,21,Northern Bering Sea,NA,-170,62.4997,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09082022 20:11:01.723,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,F06
e01867,NW22_02_ST21_0m_2,water,2022,9,8,21,Northern Bering Sea,NA,-170,62.4997,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09082022 20:11:01.723,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G06
e01868,,water,2022,9,NA,,Northern Bering Sea,NA,NA,NA,extraction_blank,NA,NA,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H06
e01869,NW22_02_ST21_0m_3,water,2022,9,8,21,Northern Bering Sea,NA,-170,62.4997,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09082022 20:11:01.723,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,A07
e01870,NW22_02_ST21_blank_4,water,2022,9,8,21,Northern Bering Sea,NA,-170,62.4997,field_blank,NA,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09082022 20:11:01.723,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,B07
e01871,NW22_02_ST25_0m_1,water,2022,9,11,25,Northern Bering Sea,NA,-168.002,62.5009,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09112022 00:48:04.748,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,C07
e01872,NW22_02_ST25_0m_3,water,2022,9,11,25,Northern Bering Sea,NA,-168.002,62.5009,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09112022 00:48:04.748,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,D07
e01873,NW22_02_ST25_blank_4,water,2022,9,11,25,Northern Bering Sea,NA,-168.002,62.5009,field_blank,NA,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09112022 00:48:04.748,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,E07
e01874,NW22_02_ST18_0m_1,water,2022,9,7,18,Northern Bering Sea,NA,-169.003,62.0011,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09072022 20:11:36.072,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,F07
e01875,NW22_02_ST18_0m_2,water,2022,9,7,18,Northern Bering Sea,NA,-169.003,62.0011,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09072022 20:11:36.072,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G07
e01876,NW22_02_ST18_0m_3,water,2022,9,7,18,Northern Bering Sea,NA,-169.003,62.0011,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09072022 20:11:36.072,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H07
e01877,NW22_02_ST18_blank_4,water,2022,9,7,18,Northern Bering Sea,NA,-169.003,62.0011,field_blank,NA,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09072022 20:11:36.072,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,A08
e01878,NW22_02_ST10_0m_1,water,2022,9,5,10,Northern Bering Sea,NA,-169,61.0004,sample,0,1,bucket,47mm diameter cellulose nitrate membrane,0.45,longmire,,09052022 01:05:19.178,NBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,B08
e01879,NA,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,NBS,NA,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,C08
e01880,NA,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,NBS,NA,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,D08
e01881,NA,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,NBS,NA,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,E08
e01882,NA,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,NBS,NA,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,F08
e01883,NA,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,NBS,NA,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G08
e01884,NA,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,NBS,NA,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H08
e01885,DY22_08_ST16_0m_1,water,2022,8,25,16,Southern Bering Sea,8DY22,-164.03,57.4752,sample,0,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,A09
e01886,DY22_08_ST16_0m_2,water,2022,8,25,16,Southern Bering Sea,8DY22,-164.03,57.4752,sample,0,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,B09
e01887,DY22_08_ST16_0m_3,water,2022,8,25,16,Southern Bering Sea,8DY22,-164.03,57.4752,sample,0,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,C09
e01888,DY22_08_ST16_blank_4,water,2022,8,25,16,Southern Bering Sea,8DY22,-164.03,57.4752,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,D09
e01889,DY22_08_ST18_CTD17_10m_1,water,2022,9,3,18,Southern Bering Sea,8DY22,-165.049,58.0267,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,E09
e01890,DY22_08_ST18_CTD17_10m_2,water,2022,9,3,18,Southern Bering Sea,8DY22,-165.049,58.0267,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,F09
e01891,DY22_08_ST18_CTD17_10m_3,water,2022,9,3,18,Southern Bering Sea,8DY22,-165.049,58.0267,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G09
e01892,DY22_08_ST18_CTD17_blank_4,water,2022,9,3,18,Southern Bering Sea,8DY22,-165.049,58.0267,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H09
e01893,DY22_08_ST19_bottom_1,water,2022,9,3,19,Southern Bering Sea,8DY22,-166.032,57.5235,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,A10
e01894,DY22_08_ST19_bottom_2,water,2022,9,3,19,Southern Bering Sea,8DY22,-166.032,57.5235,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,B10
e01895,DY22_08_ST19_CTD_18_10m_1,water,2022,9,3,19,Southern Bering Sea,8DY22,-166.032,57.5235,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,C10
e01896,DY22_08_ST19_CTD_18_10m_2,water,2022,9,3,19,Southern Bering Sea,8DY22,-166.032,57.5235,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,D10
e01897,DY22_08_ST24_10m_1,water,2022,9,5,24,Southern Bering Sea,8DY22,-168.033,57.4904,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,E10
e01898,DY22_08_ST24_10m_2,water,2022,9,5,24,Southern Bering Sea,8DY22,-168.033,57.4904,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,F10
e01899,DY22_08_ST24_10m_3,water,2022,9,5,24,Southern Bering Sea,8DY22,-168.033,57.4904,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G10
e01900,DY22_08_ST24_bottom_1,water,2022,9,5,24,Southern Bering Sea,8DY22,-168.033,57.4904,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H10
e01901,DY22_08_ST24_bottom_2,water,2022,9,5,24,Southern Bering Sea,8DY22,-168.033,57.4904,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,A11
e01902,DY22_08_ST20_10m_1,water,2022,9,4,20,Southern Bering Sea,8DY22,-167.037,57.0301,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,B11
e01903,DY22_08_ST20_10m_2,water,2022,9,4,20,Southern Bering Sea,8DY22,-167.037,57.0301,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,C11
e01904,DY22_08_ST20_10m_3,water,2022,9,4,20,Southern Bering Sea,8DY22,-167.037,57.0301,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,D11
e01905,DY22_08_ST20_bottom_1,water,2022,9,4,20,Southern Bering Sea,8DY22,-167.037,57.0301,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,E11
e01906,DY22_08_ST20_bottom_2,water,2022,9,4,20,Southern Bering Sea,8DY22,-167.037,57.0301,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,F11
e01907,DY22_08_ST23_10m_1,water,2022,9,5,23,Southern Bering Sea,8DY22,-169.096,57.0151,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G11
e01908,DY22_08_ST23_10m_2,water,2022,9,5,23,Southern Bering Sea,8DY22,-169.096,57.0151,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H11
e01909,DY22_08_ST23_blank_4,water,2022,9,5,23,Southern Bering Sea,8DY22,-169.096,57.0151,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,A12
e01910,DY22_08_ST23_bottom_1,water,2022,9,5,23,Southern Bering Sea,8DY22,-169.096,57.0151,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,B12
e01911,DY22_08_ST23_bottom_2,water,2022,9,5,23,Southern Bering Sea,8DY22,-169.096,57.0151,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,C12
e01912,DY22_08_ST23_bottom_3,water,2022,9,5,23,Southern Bering Sea,8DY22,-169.096,57.0151,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,D12
e01913,DY22_08_ST37_10m_1,water,2022,9,10,37,Southern Bering Sea,8DY22,-169.014,58.9894,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,E12
e01914,DY22_08_ST37_10m_2,water,2022,9,10,37,Southern Bering Sea,8DY22,-169.014,58.9894,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,F12
e01915,DY22_08_ST37_10m_3,water,2022,9,10,37,Southern Bering Sea,8DY22,-169.014,58.9894,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,G12
e01916,DY22_08_ST18_CTD17_10m_1,water,2022,9,3,18,Southern Bering Sea,8DY22,-165.049,58.0267,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_05,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,16_2023,H12
e01917,DY22_08_ST37_bottom_1,water,2022,9,10,37,Southern Bering Sea,8DY22,-169.039,58.9852,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A01
e01918,DY22_08_ST37_bottom_2,water,2022,9,10,37,Southern Bering Sea,8DY22,-169.039,58.9852,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B01
e01919,DY22_08_ST37_bottom_3,water,2022,9,10,37,Southern Bering Sea,8DY22,-169.039,58.9852,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C01
e01920,DY22_08_ST35_10m_1,water,2022,9,9,35,Southern Bering Sea,8DY22,-170.005,58.5083,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D01
e01921,DY22_08_ST35_10m_2,water,2022,9,9,35,Southern Bering Sea,8DY22,-170.005,58.5083,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,E01
e01922,DY22_08_ST35_10m_3,water,2022,9,9,35,Southern Bering Sea,8DY22,-170.005,58.5083,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,F01
e01923,DY22_08_ST35_bottom_1,water,2022,9,9,35,Southern Bering Sea,8DY22,-170.005,58.5083,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,G01
