qseqid,taxonomic_level,taxon,species,genus,family,order,class,phylum,kingdom,seq_percID,top_perc,diff
ASV_0409,genus,Gymnelus,Gymnelus viridis,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0421,species,Lycodes raridens,Lycodes raridens,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.405,99.405,0
ASV_0432,genus,Salvelinus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_0432,genus,Salvelinus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_0437,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_0437,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_0437,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_0439,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_0439,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_0439,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_0467,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_0467,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_0467,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_0476,genus,Liparis,Liparis bathyarcticus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0476,genus,Liparis,Liparis gibbus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0476,genus,Liparis,Liparis ochotensis,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0486,genus,Liparis,Liparis bathyarcticus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0486,genus,Liparis,Liparis gibbus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0486,genus,Liparis,Liparis ochotensis,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0497,genus,Salvelinus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_0497,genus,Salvelinus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_0534,genus,Liparis,Liparis gibbus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0534,genus,Liparis,Liparis ochotensis,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0641,species,Lycodes polaris,Lycodes polaris,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.81,98.81,0
ASV_0732,genus,Gymnelus,Gymnelus hemifasciatus,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0732,genus,Gymnelus,Gymnelus viridis,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0807,genus,Anoplarchus,Anoplarchus insignis,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_0807,genus,Anoplarchus,Anoplarchus purpurescens,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_0857,species,Lycodes polaris,Lycodes polaris,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.81,98.81,0
ASV_0859,genus,Ammodytes,Ammodytes hexapterus,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopteri,Chordata,Eukaryota,99.398,99.398,0
ASV_0859,genus,Ammodytes,Ammodytes personatus,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopteri,Chordata,Eukaryota,99.398,99.398,0
ASV_0928,genus,Anarhichas,Anarhichas denticulatus,Anarhichas,Anarhichadidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_0928,genus,Anarhichas,Anarhichas orientalis,Anarhichas,Anarhichadidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_0976,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_0976,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_0976,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1028,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1028,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1028,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1036,genus,Bathymaster,Bathymaster leurolepis,Bathymaster,Bathymasteridae,Perciformes,Actinopteri,Chordata,Eukaryota,98.81,98.81,0
ASV_1036,genus,Bathymaster,Bathymaster signatus,Bathymaster,Bathymasteridae,Perciformes,Actinopteri,Chordata,Eukaryota,98.81,98.81,0
ASV_1039,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_1039,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_1039,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_1048,species,Liparis tunicatus,Liparis tunicatus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1062,genus,Anoplarchus,Anoplarchus insignis,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1062,genus,Anoplarchus,Anoplarchus purpurescens,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1065,genus,Xiphister,Xiphister atropurpureus,Xiphister,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1065,genus,Xiphister,Xiphister mucosus,Xiphister,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1071,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1071,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1071,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1089,genus,Bathymaster,Bathymaster leurolepis,Bathymaster,Bathymasteridae,Perciformes,Actinopteri,Chordata,Eukaryota,98.214,98.214,0
ASV_1089,genus,Bathymaster,Bathymaster signatus,Bathymaster,Bathymasteridae,Perciformes,Actinopteri,Chordata,Eukaryota,98.214,98.214,0
ASV_1091,genus,Lycodes,Lycodes pallidus,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.81,98.81,0
ASV_1091,genus,Lycodes,Lycodes raridens,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.81,98.81,0
ASV_1094,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.235,98.235,0
ASV_1094,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.235,98.235,0
ASV_1094,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.235,98.235,0
ASV_1112,genus,Anoplarchus,Anoplarchus insignis,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1112,genus,Anoplarchus,Anoplarchus purpurescens,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1145,species,Liparis tunicatus,Liparis tunicatus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1157,species,Lycodes polaris,Lycodes polaris,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.405,99.405,0
ASV_1292,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1292,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1292,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1314,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_1314,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_1314,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_1424,genus,Liparis,Liparis fabricii,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1424,genus,Liparis,Liparis tunicatus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1443,species,Blepsias bilobus,Blepsias bilobus,Blepsias,Agonidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1451,species,Lycodes polaris,Lycodes polaris,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.405,99.405,0
ASV_1522,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1522,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1522,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1526,genus,Liparis,Liparis bathyarcticus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1526,genus,Liparis,Liparis gibbus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1526,genus,Liparis,Liparis ochotensis,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1552,genus,Salvelinus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1552,genus,Salvelinus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1581,genus,Hexagrammos,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1581,genus,Hexagrammos,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1581,genus,Hexagrammos,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,98.824,0
ASV_1595,species,Liparis tunicatus,Liparis tunicatus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.401,99.401,0
ASV_1626,genus,Salvelinus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,98.235,98.235,0
ASV_1626,genus,Salvelinus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,98.235,98.235,0
ASV_1632,species,Lycodes polaris,Lycodes polaris,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.398,99.398,0
ASV_1671,genus,Salvelinus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_1671,genus,Salvelinus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,99.412,0
ASV_1674,genus,Sardinops,Sardinops sagax,Sardinops,Clupeidae,Clupeiformes,Actinopteri,Chordata,Eukaryota,99.422,99.422,0
ASV_1674,genus,Sardinops,Sardinops sagax,Sardinops,Clupeidae,Clupeiformes,Actinopteri,Chordata,Eukaryota,99.422,99.422,0
