"","AlternateID","CommonName","Phylum","Class","Order","Family","Genus","SpeciesName","Collector","CollectionDate","collection_year","CruiseID","Event.ID","Haul","Station","Equipment_Gear","Locality","StartLatitude_N","StartLongitude_W","StationID","TowType","EQ_Latitude","EQ_Longitude"
"2709","2017_513","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20171601011,"Surface",71.4878,-157.5423
"2710","2017_513","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20191601066,"Midwater",71.7444,-157.2807
"2711","2017_514","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20171601011,"Surface",71.4878,-157.5423
"2712","2017_514","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20191601066,"Midwater",71.7444,-157.2807
"2713","2017_515","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20171601011,"Surface",71.4878,-157.5423
"2714","2017_515","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20191601066,"Midwater",71.7444,-157.2807
"2715","2017_517","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20171601011,"Surface",71.4878,-157.5423
"2716","2017_517","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20191601066,"Midwater",71.7444,-157.2807
"2717","2017_518","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20171601011,"Surface",71.4878,-157.5423
"2718","2017_518","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20191601066,"Midwater",71.7444,-157.2807
"2719","2017_519","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20171601011,"Surface",71.4878,-157.5423
"2720","2017_519","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,76,NA,NA,"Surface trawl","Chukchi Sea",71.4878,-157.5423,20191601066,"Midwater",71.7444,-157.2807
"2721","2017_521","UNK","Chordata","Actinopterygii","Gadiformes","Gadidae","UNK","UNK","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"2722","2017_523","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"2723","2017_526","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"2724","2017_527","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"2725","2017_528","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"2726","2017_529","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"2727","2017_530","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"2728","2017_531","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"2729","2017_532","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"2730","2017_533","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"2731","2017_551","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,NA,152,NA,NA,"Surface trawl","Chukchi Sea",70.5662,-161.1957,20171601006,"Surface",70.5662,-161.1957
"2732","2017_552","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,NA,152,NA,NA,"Surface trawl","Chukchi Sea",70.5662,-161.1957,20171601006,"Surface",70.5662,-161.1957
"2733","2017_552_01","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2734","2017_552_01","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2735","2017_552_02","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2736","2017_552_02","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2737","2017_552_03","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2738","2017_552_03","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2739","2017_552_04","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2740","2017_552_04","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2741","2017_552_05","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2742","2017_552_05","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2743","2017_552_06","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2744","2017_552_06","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2745","2017_552_07","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2746","2017_552_07","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2747","2017_552_08","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2748","2017_552_08","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2749","2017_552_09","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2750","2017_552_09","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2751","2017_552_10","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2752","2017_552_10","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2753","2017_552_11","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2754","2017_552_11","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2755","2017_552_12","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2756","2017_552_12","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2757","2017_552_13","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2758","2017_552_13","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2759","2017_552_14","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2760","2017_552_14","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2761","2017_552_15","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2762","2017_552_15","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2763","2017_552_16","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2764","2017_552_16","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2765","2017_552_17","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2766","2017_552_17","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2767","2017_552_18","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2768","2017_552_18","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2769","2017_552_19","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2770","2017_552_19","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2771","2017_552_20","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2772","2017_552_20","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2773","2017_552_21","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2774","2017_552_21","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2775","2017_552_22","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2776","2017_552_22","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2777","2017_552_23","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2778","2017_552_23","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2779","2017_552_24","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2780","2017_552_24","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2781","2017_552_25","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2782","2017_552_25","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2783","2017_552_26","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2784","2017_552_26","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2785","2017_552_27","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2786","2017_552_27","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2787","2017_552_28","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2788","2017_552_28","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2789","2017_552_29","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2790","2017_552_29","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2791","2017_552_30","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2792","2017_552_30","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2793","2017_552_31","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2794","2017_552_31","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2795","2017_552_32","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2796","2017_552_32","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2797","2017_552_33","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2798","2017_552_33","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
"2799","2017_552_34","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20171601087,"Midwater",69.9919,-165.6478
"2800","2017_552_34","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 13, 2017",2017,NA,552,NA,NA,"Surface trawl","Chukchi Sea",69.9919,-165.6478,20191601068,"Midwater",70.2496,-165.5403
